,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_loss,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,model,param_C,param_solver
0,0,24,0.0007977008819580079,0.00039885050867510976,0.0005983352661132812,0.0004885387998700752,0.0001,hinge,42,"{'alpha': 0.0001, 'loss': 'hinge', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.16666666666666669,0.75,0.75,0.30731814857642953,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
1,0,24,0.0007976531982421875,0.0003988268556689802,0.0005981922149658203,0.0004884219292923209,0.0001,log,42,"{'alpha': 0.0001, 'loss': 'log', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,1.0,0.8333333333333334,0.2581988897471611,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
2,0,24,0.0007977008819580079,0.0003988508507184162,0.000598287582397461,0.0004884997731965918,0.0001,modified_huber,42,"{'alpha': 0.0001, 'loss': 'modified_huber', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.0,1.0,0.7666666666666667,0.38873012632302,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
3,0,24,0.0009972572326660157,5.519789172549356e-07,0.0006008625030517578,0.0004906242935385238,0.0001,squared_hinge,42,"{'alpha': 0.0001, 'loss': 'squared_hinge', 'random_state': 42}",1.0,1.0,0.5,0.33333333333333337,0.75,0.7166666666666667,0.26666666666666666,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
4,0,24,0.0009963512420654297,2.1536998349449566e-06,0.0005984783172607421,0.0004886556936796731,0.0001,perceptron,42,"{'alpha': 0.0001, 'loss': 'perceptron', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,0.75,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
5,0,24,0.000997638702392578,0.0006306759837484584,0.0005984306335449219,0.000488616573967537,0.001,hinge,42,"{'alpha': 0.001, 'loss': 'hinge', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.16666666666666669,0.75,0.75,0.30731814857642953,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
6,0,24,0.00079803466796875,0.0003990175049345624,0.0007977962493896484,0.00039889824938326134,0.001,log,42,"{'alpha': 0.001, 'loss': 'log', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,1.0,0.8333333333333334,0.2581988897471611,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
7,0,24,0.0005984783172607421,0.0004886555308230838,0.0009973526000976562,9.536743164062499e-08,0.001,modified_huber,42,"{'alpha': 0.001, 'loss': 'modified_huber', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.0,1.0,0.7666666666666667,0.38873012632302,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
8,0,24,0.0008019447326660156,0.0004011613923325139,0.0005940914154052735,0.0004851368852855145,0.001,squared_hinge,42,"{'alpha': 0.001, 'loss': 'squared_hinge', 'random_state': 42}",0.75,1.0,0.8333333333333334,0.16666666666666669,1.0,0.75,0.30731814857642953,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
9,0,24,0.0007921218872070313,0.0003962413095616398,0.0005983829498291016,0.0004885777256966609,0.001,perceptron,42,"{'alpha': 0.001, 'loss': 'perceptron', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,0.75,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
10,0,24,0.0005996227264404297,0.0004895922358028633,0.0007972240447998047,0.0003986163111732694,0.01,hinge,42,"{'alpha': 0.01, 'loss': 'hinge', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.16666666666666669,1.0,0.8,0.32317865716108857,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
11,0,24,0.0007976531982421875,0.00039882942113876764,0.0005992412567138672,0.0004892792969745832,0.01,log,42,"{'alpha': 0.01, 'loss': 'log', 'random_state': 42}",0.75,1.0,0.8333333333333334,0.33333333333333337,1.0,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
12,0,24,0.0007925987243652344,0.00039645310961710284,0.0006048202514648438,0.0004939254677341829,0.01,modified_huber,42,"{'alpha': 0.01, 'loss': 'modified_huber', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.0,1.0,0.7666666666666667,0.38873012632302,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
13,0,24,0.0009916305541992187,0.0006307487476661279,0.000798177719116211,0.0003994241021495841,0.01,squared_hinge,42,"{'alpha': 0.01, 'loss': 'squared_hinge', 'random_state': 42}",1.0,1.0,1.0,0.33333333333333337,1.0,0.8666666666666668,0.26666666666666666,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
14,0,24,0.0007917881011962891,0.0003960128149159852,0.0005981922149658203,0.0004884220922268009,0.01,perceptron,42,"{'alpha': 0.01, 'loss': 'perceptron', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,0.75,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
15,0,24,0.0007979393005371094,0.00039896966451610907,0.0005983352661132812,0.0004885387067869067,0.1,hinge,42,"{'alpha': 0.1, 'loss': 'hinge', 'random_state': 42}",0.75,1.0,0.8333333333333334,0.33333333333333337,1.0,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
16,0,24,0.000997161865234375,1.1680077279964343e-07,0.0005983352661132812,0.0004885387067869067,0.1,log,42,"{'alpha': 0.1, 'loss': 'log', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,1.0,0.8333333333333334,0.2581988897471611,2,1.0,1.0,0.9166666666666667,0.9375,0.9444444444444444,0.9597222222222224,0.034133904798456946,SGDClassifier,,
17,0,24,0.0009975433349609375,6.217195897295617e-07,0.0005981922149658203,0.0004884229767273161,0.1,modified_huber,42,"{'alpha': 0.1, 'loss': 'modified_huber', 'random_state': 42}",0.75,1.0,0.8333333333333334,0.16666666666666669,1.0,0.75,0.30731814857642953,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
18,0,24,0.000797891616821289,0.00039894581909694896,0.00059814453125,0.0004883831819295363,0.1,squared_hinge,42,"{'alpha': 0.1, 'loss': 'squared_hinge', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,1.0,0.8333333333333334,0.2581988897471611,2,1.0,1.0,0.9166666666666667,1.0,1.0,0.9833333333333334,0.033333333333333305,SGDClassifier,,
19,0,24,0.0007976531982421875,0.00039882662762642264,0.0006000995635986328,0.0004899892884213488,0.1,perceptron,42,"{'alpha': 0.1, 'loss': 'perceptron', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,0.75,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
20,0,24,0.0009972095489501954,2.86102294921875e-07,0.0005982398986816406,0.0004884608551226126,1.0,hinge,42,"{'alpha': 1.0, 'loss': 'hinge', 'random_state': 42}",1.0,1.0,0.5,0.5,1.0,0.8,0.2449489742783178,8,0.9375,0.7857142857142857,0.5,0.8125,0.8333333333333333,0.7738095238095237,0.14625182906777245,SGDClassifier,,
21,0,24,0.0007999897003173828,0.0004000190756915657,0.0007994651794433593,0.0003997449470247231,1.0,log,42,"{'alpha': 1.0, 'loss': 'log', 'random_state': 42}",1.0,1.0,0.5,0.5,1.0,0.8,0.2449489742783178,8,0.875,0.7857142857142857,0.5833333333333334,0.8125,0.8888888888888888,0.7890873015873016,0.10975935104743118,SGDClassifier,,
22,0,24,0.0009995460510253905,4.84077793243808e-06,0.00039882659912109374,0.0004884608318481088,1.0,modified_huber,42,"{'alpha': 1.0, 'loss': 'modified_huber', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,1.0,0.8333333333333334,0.2581988897471611,2,1.0,1.0,0.9166666666666667,0.9375,0.9444444444444444,0.9597222222222224,0.034133904798456946,SGDClassifier,,
23,0,24,0.0007977962493896484,0.00039889824938326134,0.0005982398986816406,0.0004884608318481088,1.0,squared_hinge,42,"{'alpha': 1.0, 'loss': 'squared_hinge', 'random_state': 42}",0.75,1.0,0.8333333333333334,0.33333333333333337,1.0,0.7833333333333334,0.2449489742783178,14,1.0,1.0,1.0,1.0,0.9444444444444444,0.9888888888888889,0.022222222222222233,SGDClassifier,,
24,0,24,0.0005984306335449219,0.000488616573967537,0.0007977485656738281,0.00039887429708787493,1.0,perceptron,42,"{'alpha': 1.0, 'loss': 'perceptron', 'random_state': 42}",1.0,1.0,0.8333333333333334,0.33333333333333337,1.0,0.8333333333333334,0.2581988897471611,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
25,0,24,0.000997161865234375,3.8738433859996607e-07,0.0003989696502685547,0.0004886360388238481,10.0,hinge,42,"{'alpha': 10.0, 'loss': 'hinge', 'random_state': 42}",1.0,0.5,0.5,0.5,1.0,0.7,0.2449489742783178,37,0.8125,0.7857142857142857,0.5,0.75,0.8333333333333333,0.7363095238095237,0.12139938958406346,SGDClassifier,,
26,0,24,0.0009974956512451172,4.6231077741778654e-07,0.0007975578308105468,0.00039877898667711303,10.0,log,42,"{'alpha': 10.0, 'loss': 'log', 'random_state': 42}",1.0,0.5,0.5,0.5,1.0,0.7,0.2449489742783178,37,0.8125,0.7857142857142857,0.5,0.75,0.8888888888888888,0.7474206349206349,0.13186251782808373,SGDClassifier,,
27,0,24,0.0007945060729980469,0.00039730364463744423,0.0007977485656738281,0.00039887435409171316,10.0,modified_huber,42,"{'alpha': 10.0, 'loss': 'modified_huber', 'random_state': 42}",1.0,1.0,0.5,0.5,1.0,0.8,0.2449489742783178,8,0.875,0.7857142857142857,0.5833333333333334,0.8125,0.8888888888888888,0.7890873015873016,0.10975935104743118,SGDClassifier,,
28,0,24,0.0009972572326660157,2.78041453115716e-07,0.0005983352661132812,0.0004885387067869067,10.0,squared_hinge,42,"{'alpha': 10.0, 'loss': 'squared_hinge', 'random_state': 42}",1.0,1.0,0.5,0.5,1.0,0.8,0.2449489742783178,8,0.875,0.7857142857142857,0.5833333333333334,0.8125,0.8888888888888888,0.7890873015873016,0.10975935104743118,SGDClassifier,,
29,0,24,0.00079803466796875,0.000399017333984375,0.0005982398986816406,0.0004884610413186034,10.0,perceptron,42,"{'alpha': 10.0, 'loss': 'perceptron', 'random_state': 42}",0.5,1.0,0.8333333333333334,0.33333333333333337,0.75,0.6833333333333333,0.23804761428476165,43,1.0,1.0,1.0,1.0,0.9500000000000001,0.99,0.019999999999999976,SGDClassifier,,
30,0,24,0.0009972095489501954,0.0006309018835301464,0.0005982398986816406,0.0004884608551226126,100.0,hinge,42,"{'alpha': 100.0, 'loss': 'hinge', 'random_state': 42}",0.75,0.5,0.5,0.5,0.75,0.6,0.1224744871391589,57,0.75,0.7857142857142857,0.6666666666666666,0.8125,0.788888888888889,0.7607539682539682,0.051108338187621886,SGDClassifier,,
31,0,24,0.000797891616821289,0.0003989458760905677,0.0006001949310302735,0.0004900710822224405,100.0,log,42,"{'alpha': 100.0, 'loss': 'log', 'random_state': 42}",0.75,0.5,0.5,0.5,0.75,0.6,0.1224744871391589,57,0.75,0.7440476190476191,0.6666666666666666,0.8125,0.788888888888889,0.7524206349206348,0.049737658962528755,SGDClassifier,,
32,0,24,0.0005980968475341797,0.0004883443104360827,0.0007978439331054688,0.0003989220520482712,100.0,modified_huber,42,"{'alpha': 100.0, 'loss': 'modified_huber', 'random_state': 42}",0.75,1.0,0.5,0.5,0.75,0.7,0.18708286933869706,37,0.75,0.7440476190476191,0.6666666666666666,0.8125,0.788888888888889,0.7524206349206348,0.049737658962528755,SGDClassifier,,
33,0,24,0.0005984783172607421,0.0004886556006187716,0.0009972095489501954,2.431401974483864e-07,100.0,squared_hinge,42,"{'alpha': 100.0, 'loss': 'squared_hinge', 'random_state': 42}",0.75,1.0,0.5,0.5,0.75,0.7,0.18708286933869706,37,0.75,0.8154761904761905,0.6666666666666666,0.8125,0.788888888888889,0.7667063492063493,0.05523524440736866,SGDClassifier,,
34,0,24,0.0009973526000976562,1.784161275279017e-07,0.0005983829498291016,0.0004885776558898482,100.0,perceptron,42,"{'alpha': 100.0, 'loss': 'perceptron', 'random_state': 42}",0.5,0.8333333333333334,0.8333333333333334,0.0,0.75,0.5833333333333334,0.31622776601683794,65,1.0,1.0,0.6538461538461539,0.9545454545454545,0.9,0.9016783216783217,0.12926936123430174,SGDClassifier,,
35,0,24,0.0007977962493896484,0.0003988982208830506,0.0007979393005371094,0.0003989697215063215,1000.0,hinge,42,"{'alpha': 1000.0, 'loss': 'hinge', 'random_state': 42}",0.5,0.6666666666666667,0.8333333333333334,0.5,0.5,0.6,0.13333333333333336,57,0.5625,0.6666666666666667,0.6153846153846154,0.5,0.5,0.5689102564102564,0.0651989571275446,SGDClassifier,,
36,0,24,0.0009970664978027344,5.223489356090222e-07,0.00039887428283691406,0.0004885192380524391,1000.0,log,42,"{'alpha': 1000.0, 'loss': 'log', 'random_state': 42}",0.5,0.6666666666666667,0.8333333333333334,0.5,0.5,0.6,0.13333333333333336,57,0.5625,0.6666666666666667,0.6153846153846154,0.5,0.5,0.5689102564102564,0.0651989571275446,SGDClassifier,,
37,0,24,0.0003989696502685547,0.0004886360388238481,0.000797891616821289,0.000398945904587374,1000.0,modified_huber,42,"{'alpha': 1000.0, 'loss': 'modified_huber', 'random_state': 42}",0.5,0.6666666666666667,0.8333333333333334,0.5,0.5,0.6,0.13333333333333336,57,0.5625,0.6666666666666667,0.6538461538461539,0.5,0.5,0.5766025641025642,0.07212891610941484,SGDClassifier,,
38,0,24,0.000797891616821289,0.0003989459900777808,0.0007977008819580079,0.0003988508507184162,1000.0,squared_hinge,42,"{'alpha': 1000.0, 'loss': 'squared_hinge', 'random_state': 42}",0.5,0.6666666666666667,0.8333333333333334,0.5,0.5,0.6,0.13333333333333336,57,0.5625,0.6666666666666667,0.6538461538461539,0.5,0.5,0.5766025641025642,0.07212891610941484,SGDClassifier,,
39,0,24,0.0009973526000976562,1.784161275279017e-07,0.0005985260009765625,0.0004886945264472148,1000.0,perceptron,42,"{'alpha': 1000.0, 'loss': 'perceptron', 'random_state': 42}",0.5,0.5,0.8333333333333334,0.5,0.75,0.6166666666666667,0.1452966314513558,56,0.5625,0.7083333333333333,0.6923076923076923,0.5909090909090908,0.6,0.6308100233100233,0.05830853816819794,SGDClassifier,,
40,0,24,0.0008006572723388671,0.00040036405802858894,0.0005955696105957031,0.00048630501221865434,10000.0,hinge,42,"{'alpha': 10000.0, 'loss': 'hinge', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
41,0,24,0.0007959842681884765,0.0003980084551416801,0.000604248046875,0.0004934798462826897,10000.0,log,42,"{'alpha': 10000.0, 'loss': 'log', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
42,0,24,0.000796651840209961,0.00039832881345455554,0.0006003379821777344,0.0004901780227529589,10000.0,modified_huber,42,"{'alpha': 10000.0, 'loss': 'modified_huber', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
43,0,24,0.0008008956909179687,0.00040048954808542163,0.0005975246429443359,0.0004878782960308777,10000.0,squared_hinge,42,"{'alpha': 10000.0, 'loss': 'squared_hinge', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
44,0,24,0.0009916305541992187,1.0995620863788648e-05,0.000399017333984375,0.0004886944566570865,10000.0,perceptron,42,"{'alpha': 10000.0, 'loss': 'perceptron', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
45,0,24,0.0007979393005371094,0.00039897618984253215,0.0007927894592285156,0.0003965156412756138,100000.0,hinge,42,"{'alpha': 100000.0, 'loss': 'hinge', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
46,0,24,0.0007916927337646484,0.0003959770892330896,0.0006041049957275391,0.0004933494305656111,100000.0,log,42,"{'alpha': 100000.0, 'loss': 'log', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
47,0,24,0.000598287582397461,0.0004884999593777486,0.0005934238433837891,0.0004846232594460954,100000.0,modified_huber,42,"{'alpha': 100000.0, 'loss': 'modified_huber', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
48,0,24,0.0010036945343017579,1.0378632135521363e-05,0.0007916450500488281,0.0003959487222840559,100000.0,squared_hinge,42,"{'alpha': 100000.0, 'loss': 'squared_hinge', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
49,0,24,0.0007977008819580079,0.0003988551547382878,0.0003991127014160156,0.0004888112574243273,100000.0,perceptron,42,"{'alpha': 100000.0, 'loss': 'perceptron', 'random_state': 42}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,66,0.5,0.5,0.5,0.5,0.5,0.5,0.0,SGDClassifier,,
50,1,72,0.0005968093872070312,0.0004873080352329455,0.000598907470703125,0.000489007769752045,1.0,squared_hinge,42,"{'alpha': 1.0, 'loss': 'squared_hinge', 'random_state': 42}",0.6458333333333334,0.875,0.5,0.5888888888888888,0.8333333333333333,0.6886111111111111,0.14355065351107527,41,0.8350649350649351,0.8863636363636364,0.75,0.875,0.8577922077922078,0.840844155844156,0.04860440577858719,SGDClassifier,,
51,1,72,0.0007970809936523437,0.0003985434349720354,0.0005980968475341797,0.0004883459865973676,0.01,log,42,"{'alpha': 0.01, 'loss': 'log', 'random_state': 42}",0.6458333333333334,0.825,0.5,0.5333333333333333,0.8333333333333333,0.6674999999999999,0.14059397805975424,48,0.9318181818181819,1.0,1.0,0.9791666666666667,0.9772727272727273,0.9776515151515153,0.02490800336783876,SGDClassifier,,
52,1,72,0.0009968280792236328,1.7841612752790171e-06,0.0005991935729980468,0.0004892411147947335,0.001,perceptron,42,"{'alpha': 0.001, 'loss': 'perceptron', 'random_state': 42}",0.7083333333333334,0.7750000000000001,0.5,0.43333333333333335,0.7878787878787877,0.6409090909090909,0.1463349303677356,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
53,1,72,0.0005979537963867188,0.0004882275330157423,0.0007981300354003906,0.0003990730085882198,0.1,perceptron,42,"{'alpha': 0.1, 'loss': 'perceptron', 'random_state': 42}",0.6458333333333334,0.85,0.5,0.5444444444444444,0.8333333333333333,0.6747222222222222,0.14437070767495702,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SGDClassifier,,
54,1,72,0.0009966373443603515,4.6231077741778654e-07,0.0005991458892822266,0.0004892011355653933,0.1,hinge,42,"{'alpha': 0.1, 'loss': 'hinge', 'random_state': 42}",0.6458333333333334,0.875,0.47916666666666663,0.5333333333333333,0.7878787878787877,0.6642424242424242,0.14928752587233657,49,0.8350649350649351,0.8831168831168832,0.8226495726495727,0.8712121212121212,0.8149350649350651,0.8453957153957156,0.026986428300471616,SGDClassifier,,
55,1,72,0.000998687744140625,2.6694364552075205e-06,0.0005981922149658203,0.0004884220922268009,1.0,hinge,42,"{'alpha': 1.0, 'loss': 'hinge', 'random_state': 42}",0.625,0.875,0.5,0.6,0.5,0.62,0.1372953021774598,55,0.6818181818181819,0.6590909090909091,0.5,0.625,0.5454545454545454,0.6022727272727273,0.06893523130955957,SGDClassifier,,
